l0,l1,w0,w1,x0,x1,y0,y1,r0,r1,min_distance,result
0.7217127125776289,0.8917481399803193,0.6924484960076723,0.483949222223359,0.6823331813786301,0.0551736110408394,0.8813990109389905,0.21691173196335534,0.35016589443295687,0.8344271716961053,3.9338954235126686,12.433895423512668
0.32631522588198314,0.8332285000193951,0.3789792896829023,0.32840958013098176,0.5620320092155126,0.11271110624790592,0.6985166746183532,0.667692872005864,0.8617123993280175,0.931920933738134,3.1012587368732336,11.601258736873234
0.11614469388770712,0.7965456459884601,0.40346172269067865,0.3223342458105291,0.3810523200185329,0.06898075766452785,0.6949809719035083,0.7259043381328307,0.2425582948309834,0.009321941495631147,3.0099915432363313,11.509991543236332
0.5164008117031864,0.6167219830658704,0.3860725422063337,0.3287002990901805,0.5626297937626078,0.11286628658228498,0.7009418882385252,0.7034246652997236,0.8514375214742015,0.9305463394435332,3.103033870780323,11.603033870780322
0.8690232954860225,0.7307747001408659,0.7487064985976568,0.3421239105034938,0.12920579989144151,0.9155134505055891,0.7381491661426948,0.3180051337810734,0.43014887528868273,0.8299021246251644,3.809168542015166,12.309168542015167
0.516779953730593,0.6168793554484786,0.409314811389346,0.32219672414981126,0.5622205565969571,0.11383979587593976,0.7009896726535482,0.718787611005901,0.8583628486323605,0.966362157736934,2.944147229538102,11.444147229538101
0.028888049824159157,0.07755462712603683,0.7074354791522983,0.22864345020999108,0.6892819049485422,0.06165770740907471,0.873677211665613,0.32661320815468764,0.6616778443126642,0.7526433463445911,3.727545181302868,12.227545181302869
0.11618831931320929,0.7965456459884601,0.40346172269067865,0.31174568275106773,0.3810523200185329,0.06898075766452785,0.6949809719035083,0.7259043381328307,0.6382637445512906,0.06582122506391576,3.3288754033318093,11.828875403331809
0.052112958961795464,0.8917481399803193,0.6835337851956845,0.3184209459003491,0.5859425309861108,0.0551736110408394,0.8985772253228307,0.24537461477333125,0.13753768471821987,0.8931853225601232,4.650179090249176,13.150179090249175
0.6613810197872333,0.485886682951399,0.6913133155419029,0.36763140212775214,0.6823331813786301,0.06869846263766632,0.9237121661183074,0.21691173196335534,0.35016589443295687,0.8344271716961053,4.299982511409216,12.799982511409215
0.11614469388770712,0.7965456459884601,0.40346172269067865,0.3223342458105291,0.3810523200185329,0.0694612879431275,0.6949809719035083,0.7259043381328307,0.24453724440657726,0.01335234436211491,2.999052460433521,11.499052460433521
0.5167791040739792,0.6168793554484786,0.409314811389346,0.32219672414981126,0.5558985760563216,0.10867991056122538,0.7009896726535482,0.718787611005901,0.8583628486323605,0.966362157736934,3.0290827342924866,11.529082734292487
0.36799325145390005,0.173601351574089,0.38081184734643314,0.32746438646966014,0.4224165503721484,0.0633264672176352,0.5448515590548584,0.7265519774157527,0.4449020349287694,0.00992561831774369,3.2278006589808865,11.727800658980886
0.38306099718050796,0.12336307832211918,0.36398034579129257,0.3286539906864435,0.9011993043119249,0.031186282354035477,0.1976546649429341,0.7256586258214235,0.24678983492286272,0.20873795475882978,3.4618811150274187,11.961881115027419
0.38306099718050796,0.12336307832211918,0.36398034579129257,0.3286539906864435,0.9011993043119249,0.031186282354035477,0.7042076682256766,0.7256865151631169,0.24678983492286272,0.9618328004523752,3.3663264630607395,11.866326463060739
0.11618916630573797,0.7965456459884601,0.40346172269067865,0.3223342458105291,0.3810523200185329,0.06898075766452785,0.6949809719035083,0.7259043381328307,0.2425582948309834,0.009321941495631147,2.9064061329066835,11.406406132906683
0.5167791040739792,0.6168720588870445,0.4091818198611974,0.3287955613619398,0.7473642659997762,0.00312072688042582,0.7009896726535482,0.7188264559851381,0.8583628486323605,0.9660296547041434,1.452964771559038,4
0.7217127125776289,0.8917481399803193,0.6924701060791362,0.483949222223359,0.3357292096792957,0.06795700724841763,0.8813990109389905,0.21728370173014414,0.35016589443295687,0.8344271716961053,4.701934275445112,13.201934275445112
0.516779953730593,0.6168793554484786,0.409314811389346,0.32219672414981126,0.13530056143545108,0.11383979587593976,0.7009896726535482,0.718787611005901,0.8535107450924464,0.966362157736934,1.1148681044343896,4
0.36799325145390005,0.8018102903841786,0.38081184734643314,0.3275281339316351,0.4224165503721484,0.0633264672176352,0.7012531852172075,0.7265519774157527,0.4449020349287694,0.00992561831774369,3.048946173265417,11.548946173265417
0.5164008117031864,0.6192095396981244,0.3857898814399765,0.3286546582108028,0.5626297937626078,0.03150344394018254,0.7009418882385252,0.7258180418565411,0.8495692641678405,0.9305463394435332,3.308832249413786,11.808832249413786
0.36799325145390005,0.173601351574089,0.39063554103969755,0.25860760510812697,0.7433273645315756,0.014041999370117353,0.5284942439202509,0.6686248309817822,0.4449020349287694,0.00992561831774369,1.64061172174305,10.14061172174305
0.11614469388770712,0.7965456459884601,0.3914292822946631,0.3223342458105291,0.3810523200185329,0.06898075766452785,0.6950261713425842,0.7255641287007853,0.2425582948309834,0.009321941495631147,3.201150031273531,11.701150031273531
0.052112958961795464,0.8917481399803193,0.6837176621875476,0.3184209459003491,0.5843868737684755,0.06874926539643779,0.9237434910849042,0.24554257011793312,0.34254008468524055,0.8931853225601232,4.660023626484636,13.160023626484637
0.03781376110934381,0.8154457174815626,0.40346172269067865,0.31176872373773007,0.3810523200185329,0.05601401052891578,0.6958969754336558,0.6686795162259542,0.6776198104976968,0.8428755761134199,1.788556223818739,10.28855622381874
0.11614384689517845,0.7965456459884601,0.40346172269067865,0.31174568275106773,0.3810523200185329,0.06898075766452785,0.6949809719035083,0.7259043381328307,0.6382637445512906,0.06582122506391576,3.161007852187017,11.661007852187018
0.03905844559544486,0.05939218768919552,0.7025119355562045,0.3252291332973569,0.6811242348371132,0.05518443306116371,0.9705145394360988,0.3426738827392315,0.44622176780008804,0.22076311089555958,3.504479196032284,12.004479196032284
0.11618831931320929,0.1683367182318412,0.40346172269067865,0.31168193528909277,0.3810523200185329,0.06898075766452785,0.5385793457411592,0.7259043381328307,0.6382637445512906,0.06582122506391576,3.040354751727613,11.540354751727612
0.38306099718050796,0.12087554581054463,0.36426300655764976,0.3286996315658212,0.8904860437502082,0.11254912501116052,0.1976546649429341,0.703265249264606,0.24865807213880742,0.20873795475882978,3.57345323217791,12.07345323217791
0.5167791040739792,0.6168793554484786,0.409314811389346,0.3265607749993942,0.5558985760563216,0.10867991056122538,0.7009896726535482,0.7217275237792656,0.8583628486323605,0.9671253720508599,2.998840398508988,11.498840398508989
0.27197206544848884,0.08321489724311652,0.7279933210523961,0.22756151839368477,0.7383914660160557,0.6133158269353279,0.6803112596283968,0.3262368008759648,0.4472685864822153,0.7412503671025785,4.013349592489888,12.513349592489888
0.8690232954860225,0.7388177130143649,0.7487064985976568,0.3421239105034938,0.13399442248303559,0.9155134505055891,0.7360146471437302,0.317394105124869,0.43014887528868273,0.8724662714094447,3.9979055206139176,12.497905520613918
0.33017406708129915,0.07604886140517075,0.3134507913306458,0.26655748979106664,0.2261995474505819,0.9617445439125258,0.04332423343567704,0.6956587232563687,0.5246811801422079,0.2122885983887396,4.252965368357096,12.752965368357096
0.6613810197872333,0.485886682951399,0.6911294385500399,0.36763140212775214,0.6838888385962655,0.055122808282067934,0.898545900356234,0.21674377661875344,0.1451634944659468,0.8344271716961053,4.336334572687913,12.836334572687914
0.17448768102629725,0.07512177131342128,0.7074354791522983,0.22779117916277433,0.6892819049485422,0.06165770740907471,0.9372769648898687,0.32661320815468764,0.5879587417568657,0.7526433463445911,3.4582858027311674,11.958285802731167
0.5164008117031864,0.12759139585770335,0.38575289508203825,0.32865399306454224,0.5626297937626078,0.03150344394018254,0.7009418882385252,0.7379618034964052,0.8495692641678405,0.9305463394435332,3.443570742114036,11.943570742114035
0.7217127125776289,0.8914260696113606,0.6924484960076723,0.331417118764405,0.6832986335618961,0.0551736110408394,0.6110449163934044,0.21791965319099077,0.3230130312728048,0.8338934246934059,3.555158478259443,12.055158478259443
0.11614480271909329,0.1683367182318412,0.40346172269067865,0.31168193528909277,0.3810523200185329,0.06898075766452785,0.5385793457411592,0.7259043381328307,0.6382637445512906,0.008343552923683762,3.101044897046308,11.601044897046307
0.5248214908364522,0.1728250063428862,0.380872169470668,0.32746438646966014,0.4224165503721484,0.0633264672176352,0.7030562867295299,0.7265519774157527,0.4427178720414508,0.00390712094969714,0.0,0
0.38306099718050796,0.12336307832211918,0.36398034579129257,0.3286539906864435,0.932257101618379,0.031186282354035477,0.7042076682256766,0.7252820424133437,0.24678983492286272,0.9619361727113434,3.139327518964229,11.63932751896423
0.028888049824159157,0.07755462712603683,0.41712032578357994,0.2283720200961537,0.7486728307315297,0.06165770740907471,0.873677211665613,0.6415718765772439,0.6616778443126642,0.8025448773926038,0.910798241585868,3
0.5169428724162973,0.6988455149287813,0.7305829469507819,0.3252291332973569,0.1310799274739144,0.11311442878270477,0.9705145394360988,0.31119190576510997,0.44577971930173976,0.8544303355897382,3.599650397569636,12.099650397569636
0.023135529836395316,0.03191142492628507,0.702675374376676,0.3326415882132881,0.21632476095748182,0.04791731682333161,0.6514199270811045,0.33509759640899917,0.44453425338094044,0.749678430183373,4.106109853253661,12.60610985325366
0.10035834689181333,0.9207447187345026,0.3789792896829023,0.32840958013098176,0.5618810890707118,0.11271110624790592,0.6985166746183532,0.667692872005864,0.8617123993280175,0.931920933738134,3.198550530753061,11.69855053075306
0.510868390732811,0.6210602052847446,0.409314811389346,0.32219672414981126,0.5622205565969571,0.06907133829038874,0.6951037245727277,0.718787611005901,0.8583628486323605,0.966362157736934,3.0576221426871784,11.557622142687178
0.17448768102629725,0.07512177131342128,0.7074354791522983,0.22779117916277433,0.6892819049485422,0.0978130797676474,0.9372769648898687,0.32661320815468764,0.5879587417568657,0.7519064076945278,3.131562488566873,11.631562488566873
